DEFLT.slx11111,738560.7805787340039387345,DEMO_FAS,name_DEMO_FAS;type_SubSystem;parent_name_DEFLT;hierarchy_depth_0;num_lines_2;num_inputs_1;num_outputs_1;ul_695_281;lr_920_419;rul_-345_0;rlr_-330_0
DEFLT.slx10011,738561.3703669673996046185,Zero,name_Zero;type_Constant;parent_name_False1;hierarchy_depth_9;num_lines_1;num_inputs_0;num_outputs_1;ul_50_25;lr_70_45;rul_95_3;rlr_105_-3
DEFLT.slx10011,738561.0865449672564864159,y,name_y;type_Outport;parent_name_False1;hierarchy_depth_9;num_lines_1;num_inputs_1;num_outputs_0;ul_145_28;lr_175_42;rul_-95_-3;rlr_-105_3
DEFLT.slx10011,738560.7374539952725172043,False2,name_False2;type_SubSystem;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_1;num_inputs_0;num_outputs_1;ul_495_365;lr_525_385;rul_60_-65;rlr_80_-25
DEFLT.slx10011,738560.7520125048467889428,Zero,name_Zero;type_Constant;parent_name_False2;hierarchy_depth_9;num_lines_1;num_inputs_0;num_outputs_1;ul_50_25;lr_70_45;rul_95_3;rlr_105_-3
DEFLT.slx10011,738561.5172417277935892344,y,name_y;type_Outport;parent_name_False2;hierarchy_depth_9;num_lines_1;num_inputs_1;num_outputs_0;ul_145_28;lr_175_42;rul_-95_-3;rlr_-105_3
DEFLT.slx10011,738560.9907023757696151733,LogicalOperator,name_LogicalOperator;type_Logic;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_5;num_inputs_4;num_outputs_1;ul_790_431;lr_825_684;rul_-110_26;rlr_-100_-171
DEFLT.slx10011,738560.7787229958921670914,LogicalOperator1,name_LogicalOperator1;type_Logic;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_3;num_inputs_2;num_outputs_1;ul_720_690;lr_755_750;rul_-60_-3;rlr_-65_-32
DEFLT.slx10011,738561.062496742932125926,LogicalOperator2,name_LogicalOperator2;type_Logic;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_2;num_inputs_1;num_outputs_1;ul_495_317;lr_530_343;rul_-55_-8;rlr_-60_33
DEFLT.slx10011,738560.7718497900059446692,LogicalOperator3,name_LogicalOperator3;type_Logic;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_3;num_inputs_2;num_outputs_1;ul_635_300;lr_670_420;rul_-80_0;rlr_-65_-60
DEFLT.slx10011,738561.4956020427634939551,LogicalOperator4,name_LogicalOperator4;type_Logic;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_3;num_inputs_2;num_outputs_1;ul_715_250;lr_750_310;rul_-200_2;rlr_-205_-32
DEFLT.slx10011,738561.3455536748515442014,LogicalOperator5,name_LogicalOperator5;type_Logic;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_2;num_inputs_1;num_outputs_1;ul_515_252;lr_545_278;rul_-310_6;rlr_-310_-6
DEFLT.slx10011,738561.090320472838357091,LogicalOperator6,name_LogicalOperator6;type_Logic;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_4;num_inputs_2;num_outputs_1;ul_440_309;lr_470_376;rul_-55_-2;rlr_-55_-38
DEFLT.slx10011,738561.1146506126970052719,LogicalOperator7,name_LogicalOperator7;type_Logic;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_2;num_inputs_1;num_outputs_1;ul_565_777;lr_595_803;rul_-360_6;rlr_-360_-6
DEFLT.slx10011,738561.2227041955338791013,RSFlipFlop,name_RSFlipFlop;type_SubSystem;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_4;num_inputs_2;num_outputs_2;ul_860_315;lr_920_375;rul_-145_-65;rlr_-170_-65
DEFLT.slx10011,738560.9877601639600470662,S,name_S;type_Inport;parent_name_RSFlipFlop;hierarchy_depth_9;num_lines_1;num_inputs_0;num_outputs_1;ul_45_103;lr_75_117;rul_60_-28;rlr_50_28
DEFLT.slx10011,738560.8133361057844012976,R,name_R;type_Inport;parent_name_RSFlipFlop;hierarchy_depth_9;num_lines_1;num_inputs_0;num_outputs_1;ul_115_43;lr_145_57;rul_60_-28;rlr_50_28
DEFLT.slx10011,738561.3874730983516201377,LogOp_N,name_LogOp_N;type_Logic;parent_name_RSFlipFlop;hierarchy_depth_9;num_lines_2;num_inputs_1;num_outputs_1;ul_285_110;lr_315_130;rul_-110_-95;rlr_-120_-45
DEFLT.slx10011,738561.4841858890140429139,Memory_Q,name_Memory_Q;type_UnitDelay;parent_name_RSFlipFlop;hierarchy_depth_9;num_lines_2;num_inputs_1;num_outputs_1;ul_155_175;lr_185_195;rul_20_-160;rlr_10_-110
DEFLT.slx10011,738560.8585418837610632181,One_S,name_One_S;type_Constant;parent_name_RSFlipFlop;hierarchy_depth_9;num_lines_1;num_inputs_0;num_outputs_1;ul_15_75;lr_35_95;rul_90_0;rlr_90_50
DEFLT.slx10011,738561.55546568613499403,Switch_R,name_Switch_R;type_Switch;parent_name_RSFlipFlop;hierarchy_depth_9;num_lines_6;num_inputs_3;num_outputs_1;ul_175_15;lr_195_85;rul_-90_0;rlr_-90_-50
DEFLT.slx10011,738561.5985656074481084943,Switch_S,name_Switch_S;type_Switch;parent_name_RSFlipFlop;hierarchy_depth_9;num_lines_4;num_inputs_3;num_outputs_1;ul_105_75;lr_125_145;rul_-90_0;rlr_-90_-50
DEFLT.slx10011,738561.6103185040410608053,Zero_R,name_Zero_R;type_Constant;parent_name_RSFlipFlop;hierarchy_depth_9;num_lines_1;num_inputs_0;num_outputs_1;ul_85_15;lr_105_35;rul_90_0;rlr_90_50
DEFLT.slx10011,738561.2791605480015277863,Q,name_Q;type_Outport;parent_name_RSFlipFlop;hierarchy_depth_9;num_lines_1;num_inputs_1;num_outputs_0;ul_425_43;lr_455_57;rul_-250_-28;rlr_-260_28
DEFLT.slx10011,738561.6341324209934100509,NOT_Q,name_NOT_Q;type_Outport;parent_name_RSFlipFlop;hierarchy_depth_9;num_lines_1;num_inputs_1;num_outputs_0;ul_425_113;lr_455_127;rul_-140_-3;rlr_-140_3
DEFLT.slx10011,738560.7713902058312669396,RelOp,name_RelOp;type_RelationalOperator;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_3;num_inputs_2;num_outputs_1;ul_385_372;lr_415_403;rul_-180_1;rlr_-180_-16
DEFLT.slx10011,738560.8368627979652956128,RelOp1,name_RelOp1;type_RelationalOperator;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_3;num_inputs_2;num_outputs_1;ul_660_687;lr_690_718;rul_-455_1;rlr_-455_-16
DEFLT.slx10011,738561.6821714292746037245,RelOp2,name_RelOp2;type_RelationalOperator;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_3;num_inputs_2;num_outputs_1;ul_745_572;lr_775_603;rul_-540_1;rlr_-540_-16
DEFLT.slx10011,738561.6833182753762230277,RelOp3,name_RelOp3;type_RelationalOperator;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_3;num_inputs_2;num_outputs_1;ul_385_307;lr_415_338;rul_-180_1;rlr_-180_-16
DEFLT.slx10011,738560.8264045510441064835,Terminator,name_Terminator;type_Terminator;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_1;num_inputs_1;num_outputs_0;ul_945_350;lr_965_370;rul_-85_-35;rlr_-45_5
DEFLT.slx10011,738561.4195718986447900534,VERSION_INFO,name_VERSION_INFO;type_SubSystem;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_0;num_inputs_0;num_outputs_0;ul_291_76;lr_712_176;rul_0_0;rlr_0_0
DEFLT.slx10011,738560.8470997551921755075,Copyright,name_Copyright;type_SubSystem;parent_name_VERSION_INFO;hierarchy_depth_9;num_lines_0;num_inputs_0;num_outputs_0;ul_69_56;lr_243_80;rul_0_0;rlr_0_0
DEFLT.slx10011,738561.4915986401028931141,CC_active_b,name_CC_active_b;type_Outport;parent_name_CC_On_Off;hierarchy_depth_8;num_lines_1;num_inputs_1;num_outputs_0;ul_1085_323;lr_1115_337;rul_-225_-8;rlr_-195_38
DEFLT.slx10011,738561.2303614667616784573,CC_SetValue,name_CC_SetValue;type_SubSystem;parent_name_Tempomat_Function;hierarchy_depth_7;num_lines_6;num_inputs_6;num_outputs_0;ul_725_522;lr_885_698;rul_-645_-219;rlr_-775_-381
DEFLT.slx10011,738561.6601288752863183618,Limiter_b,name_Limiter_b;type_Inport;parent_name_CC_SetValue;hierarchy_depth_8;num_lines_1;num_inputs_0;num_outputs_1;ul_365_303;lr_395_317;rul_425_156;rlr_435_164
DEFLT.slx10011,738561.4994405395118519664,CC_enabled_b,name_CC_enabled_b;type_Inport;parent_name_CC_SetValue;hierarchy_depth_8;num_lines_3;num_inputs_0;num_outputs_1;ul_375_683;lr_405_697;rul_250_-84;rlr_260_-76
DEFLT.slx10011,738561.3265003577107563615,CruiseControl_b,name_CruiseControl_b;type_Inport;parent_name_CC_SetValue;hierarchy_depth_8;num_lines_2;num_inputs_0;num_outputs_1;ul_365_363;lr_395_377;rul_425_126;rlr_435_134
DEFLT.slx10011,738561.6206555726239457726,V_Vehicle_kmh,name_V_Vehicle_kmh;type_Inport;parent_name_CC_SetValue;hierarchy_depth_8;num_lines_3;num_inputs_0;num_outputs_1;ul_375_503;lr_405_517;rul_180_-76;rlr_180_-59
DEFLT.slx10011,738560.7280910892877727747,LeverUp_Stat,name_LeverUp_Stat;type_Inport;parent_name_CC_SetValue;hierarchy_depth_8;num_lines_2;num_inputs_0;num_outputs_1;ul_375_748;lr_405_762;rul_185_-187;rlr_175_-143
DEFLT.slx10011,738561.0468409040477126837,LeverDown_Stat,name_LeverDown_Stat;type_Inport;parent_name_CC_SetValue;hierarchy_depth_8;num_lines_2;num_inputs_0;num_outputs_1;ul_375_783;lr_405_797;rul_185_-222;rlr_175_-178
DEFLT.slx10011,738560.755498389364220202,CC_ChangeSetValue,name_CC_ChangeSetValue;type_SubSystem;parent_name_CC_SetValue;hierarchy_depth_8;num_lines_2;num_inputs_3;num_outputs_0;ul_645_739;lr_785_806;rul_-270_9;rlr_-380_-44
DEFLT.slx10011,738561.6260602821130305529,LeverUp_stat,name_LeverUp_stat;type_Inport;parent_name_CC_ChangeSetValue;hierarchy_depth_9;num_lines_2;num_inputs_0;num_outputs_1;ul_280_368;lr_310_382;rul_865_109;rlr_940_171
DEFLT.slx10011,738561.100099685718305409,LeverDown_stat,name_LeverDown_stat;type_Inport;parent_name_CC_ChangeSetValue;hierarchy_depth_9;num_lines_2;num_inputs_0;num_outputs_1;ul_280_403;lr_310_417;rul_865_74;rlr_940_136
DEFLT.slx10011,738561.4778858175268396735,Enable,name_Enable;type_EnablePort;parent_name_CC_ChangeSetValue;hierarchy_depth_9;num_lines_0;num_inputs_0;num_outputs_0;ul_540_110;lr_560_130;rul_0_0;rlr_0_0
DEFLT.slx10011,738561.2785344511503353715,CC_ChangeSetValue_Lvl2_Repeater,name_CC_ChangeSetValue_Lvl2_Repeater;type_SubSystem;parent_name_CC_ChangeSetValue;hierarchy_depth_9;num_lines_2;num_inputs_3;num_outputs_0;ul_1145_477;lr_1250_553;rul_-865_-109;rlr_-940_-171
DEFLT.slx10011,738560.9788391939364373684,LeverUp_Stat,name_LeverUp_Stat;type_Inport;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_2;num_inputs_0;num_outputs_1;ul_140_498;lr_170_512;rul_270_154;rlr_270_171
DEFLT.slx10011,738561.2387660824460908771,LeverDown_Stat,name_LeverDown_Stat;type_Inport;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_2;num_inputs_0;num_outputs_1;ul_150_918;lr_180_932;rul_270_-121;rlr_270_-104
DEFLT.slx10011,738561.6232596008339896798,ActionPort,name_ActionPort;type_ActionPort;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_0;num_inputs_0;num_outputs_0;ul_920_175;lr_979_203;rul_0_0;rlr_0_0
DEFLT.slx10011,738561.3071691562654450536,Constant,name_Constant;type_Constant;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_1;num_inputs_0;num_outputs_1;ul_1080_460;lr_1120_490;rul_105_5;rlr_120_35
DEFLT.slx10011,738560.9204353694804012775,Constant1,name_Constant1;type_Constant;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_1;num_inputs_0;num_outputs_1;ul_1080_930;lr_1120_960;rul_85_5;rlr_100_35
DEFLT.slx10011,738561.0758705087937414646,Constant2,name_Constant2;type_Constant;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_1;num_inputs_0;num_outputs_1;ul_345_953;lr_385_977;rul_75_-36;rlr_65_-29
DEFLT.slx10011,738561.3471023024758324027,Constant3,name_Constant3;type_Constant;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_1;num_inputs_0;num_outputs_1;ul_340_528;lr_380_552;rul_70_-31;rlr_60_-24
DEFLT.slx10011,738561.3366081995191052556,Constant4,name_Constant4;type_Constant;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_1;num_inputs_0;num_outputs_1;ul_1080_615;lr_1120_645;rul_85_5;rlr_100_35
DEFLT.slx10011,738560.8771097938297316432,Constant5,name_Constant5;type_Constant;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_1;num_inputs_0;num_outputs_1;ul_340_683;lr_380_707;rul_70_-31;rlr_60_-24
DEFLT.slx10011,738561.2687136628665030003,Constant6,name_Constant6;type_Constant;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_1;num_inputs_0;num_outputs_1;ul_345_833;lr_385_857;rul_75_-36;rlr_65_-29
DEFLT.slx10011,738560.8319640407571569085,Constant7,name_Constant7;type_Constant;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_1;num_inputs_0;num_outputs_1;ul_1080_760;lr_1120_790;rul_85_5;rlr_100_35
DEFLT.slx10011,738561.4048207241576164961,CountDown_RE,name_CountDown_RE;type_SubSystem;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_4;num_inputs_3;num_outputs_1;ul_850_372;lr_930_448;rul_-325_0;rlr_-365_0
DEFLT.slx10011,738561.4834644756047055125,E,name_E;type_Inport;parent_name_CountDown_RE;hierarchy_depth_11;num_lines_1;num_inputs_0;num_outputs_1;ul_115_118;lr_145_132;rul_60_9;rlr_60_26
DEFLT.slx10011,738561.2929203166859224439,R,name_R;type_Inport;parent_name_CountDown_RE;hierarchy_depth_11;num_lines_1;num_inputs_0;num_outputs_1;ul_325_68;lr_355_82;rul_75_-28;rlr_65_28
DEFLT.slx10011,738561.3894149070838466287,IV,name_IV;type_Inport;parent_name_CountDown_RE;hierarchy_depth_11;num_lines_1;num_inputs_0;num_outputs_1;ul_290_43;lr_320_57;rul_110_-3;rlr_100_53
DEFLT.slx10011,738561.1114804528187960386,LogOp_C,name_LogOp_C;type_Logic;parent_name_CountDown_RE;hierarchy_depth_11;num_lines_3;num_inputs_2;num_outputs_1;ul_175_127;lr_205_158;rul_-60_-9;rlr_-60_-26
DEFLT.slx10011,738560.9917100183665752411,Memory_C,name_Memory_C;type_UnitDelay;parent_name_CountDown_RE;hierarchy_depth_11;num_lines_4;num_inputs_1;num_outputs_1;ul_175_15;lr_205_35;rul_225_25;rlr_215_75
DEFLT.slx10011,738561.0237703418824821711,One_C,name_One_C;type_Constant;parent_name_CountDown_RE;hierarchy_depth_11;num_lines_1;num_inputs_0;num_outputs_1;ul_240_105;lr_260_125;rul_45_-14;rlr_40_-1
DEFLT.slx10011,738560.9140011918498203158,RelOp_C,name_RelOp_C;type_RelationalOperator;parent_name_CountDown_RE;hierarchy_depth_11;num_lines_3;num_inputs_2;num_outputs_1;ul_70_132;lr_100_163;rul_105_-117;rlr_105_-128
DEFLT.slx10011,738561.3050169473281130195,RelOp_Y,name_RelOp_Y;type_RelationalOperator;parent_name_CountDown_RE;hierarchy_depth_11;num_lines_3;num_inputs_2;num_outputs_1;ul_510_67;lr_540_98;rul_-110_-27;rlr_-120_12
DEFLT.slx10011,738561.3031250796047970653,Sum_C,name_Sum_C;type_Sum;parent_name_CountDown_RE;hierarchy_depth_11;num_lines_3;num_inputs_2;num_outputs_1;ul_285_91;lr_300_124;rul_-110_-76;rlr_-95_-89
DEFLT.slx10011,738561.711749731213785708,Switch_C,name_Switch_C;type_Switch;parent_name_CountDown_RE;hierarchy_depth_11;num_lines_4;num_inputs_3;num_outputs_1;ul_330_110;lr_350_180;rul_-45_-19;rlr_-50_-56
DEFLT.slx10011,738560.7379566016606986523,Switch_R,name_Switch_R;type_Switch;parent_name_CountDown_RE;hierarchy_depth_11;num_lines_5;num_inputs_3;num_outputs_1;ul_400_40;lr_420_110;rul_-110_3;rlr_-100_-53
DEFLT.slx10011,738561.3953605039278045297,Zero_C,name_Zero_C;type_Constant;parent_name_CountDown_RE;hierarchy_depth_11;num_lines_1;num_inputs_0;num_outputs_1;ul_25_145;lr_45_165;rul_45_-13;rlr_55_-2
DEFLT.slx10011,738561.3229763450799509883,Zero_Y,name_Zero_Y;type_Constant;parent_name_CountDown_RE;hierarchy_depth_11;num_lines_1;num_inputs_0;num_outputs_1;ul_435_80;lr_495_100;rul_75_-13;rlr_45_-2
DEFLT.slx10011,738560.9950574840186163783,y,name_y;type_Outport;parent_name_CountDown_RE;hierarchy_depth_11;num_lines_1;num_inputs_1;num_outputs_0;ul_650_78;lr_680_92;rul_-140_-11;rlr_-140_6
DEFLT.slx10011,738561.4526964602991938591,DEMO_FAS_Repeater_Time,name_DEMO_FAS_Repeater_Time;type_Constant;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_1;num_inputs_0;num_outputs_1;ul_595_450;lr_750_480;rul_255_-78;rlr_180_-32
DEFLT.slx10011,738561.6129535340005531907,DataStoreRead1,name_DataStoreRead1;type_DataStoreRead;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_4;num_inputs_0;num_outputs_1;ul_90_560;lr_240_590;rul_1155_450;rlr_1105_470
DEFLT.slx10011,738561.6706087897764518857,LogicalOperator,name_LogicalOperator;type_Logic;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_2;num_inputs_1;num_outputs_1;ul_655_397;lr_695_423;rul_-130_-25;rlr_-130_25
DEFLT.slx10011,738561.3533090727869421244,LogicalOperator1,name_LogicalOperator1;type_Logic;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_4;num_inputs_3;num_outputs_1;ul_785_390;lr_825_430;rul_90_-100;rlr_85_-100
DEFLT.slx10011,738560.9958172828191891313,LogicalOperator2,name_LogicalOperator2;type_Logic;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_6;num_inputs_1;num_outputs_1;ul_965_397;lr_1005_423;rul_-115_-25;rlr_-75_25
DEFLT.slx10011,738561.3005562048638239503,LogicalOperator3,name_LogicalOperator3;type_Logic;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_6;num_inputs_4;num_outputs_1;ul_525_372;lr_565_448;rul_-105_425;rlr_-115_380
DEFLT.slx10011,738560.86306084378156811,RelOp1,name_RelOp1;type_RelationalOperator;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_4;num_inputs_2;num_outputs_1;ul_420_917;lr_450_948;rul_-270_1;rlr_-270_-16
DEFLT.slx10011,738561.6432271215599030256,RelOp2,name_RelOp2;type_RelationalOperator;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_4;num_inputs_2;num_outputs_1;ul_410_652;lr_440_683;rul_-270_-154;rlr_-270_-171
DEFLT.slx10011,738560.7269652227405458689,RelOp3,name_RelOp3;type_RelationalOperator;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_4;num_inputs_2;num_outputs_1;ul_410_497;lr_440_528;rul_-270_1;rlr_-270_-16
DEFLT.slx10011,738561.5480955867096781731,RelOp4,name_RelOp4;type_RelationalOperator;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_4;num_inputs_2;num_outputs_1;ul_420_797;lr_450_828;rul_-270_121;rlr_-270_104
DEFLT.slx10011,738561.6777236268389970064,Switch,name_Switch;type_Switch;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_4;num_inputs_3;num_outputs_1;ul_1185_465;lr_1240_525;rul_-105_-5;rlr_-120_-35
DEFLT.slx10011,738561.524386353325098753,Switch1,name_Switch1;type_Switch;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_4;num_inputs_3;num_outputs_1;ul_1165_935;lr_1220_995;rul_-85_-5;rlr_-100_-35
DEFLT.slx10011,738560.8346009287051856518,Switch2,name_Switch2;type_Switch;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_4;num_inputs_3;num_outputs_1;ul_1165_620;lr_1220_680;rul_-85_-5;rlr_-100_-35
DEFLT.slx10011,738561.6669276760658249259,Switch3,name_Switch3;type_Switch;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_4;num_inputs_3;num_outputs_1;ul_1165_765;lr_1220_825;rul_-85_-5;rlr_-100_-35
DEFLT.slx10011,738561.055602527572773397,SysInit,name_SysInit;type_SubSystem;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_1;num_inputs_0;num_outputs_1;ul_725_415;lr_770_435;rul_60_-25;rlr_55_-5
DEFLT.slx10011,738561.1811601972440257668,Memory_Init,name_Memory_Init;type_UnitDelay;parent_name_SysInit;hierarchy_depth_11;num_lines_2;num_inputs_1;num_outputs_1;ul_80_25;lr_110_45;rul_-60_0;rlr_-70_0
DEFLT.slx10011,738560.8559119659475982189,Zero_Init,name_Zero_Init;type_Constant;parent_name_SysInit;hierarchy_depth_11;num_lines_1;num_inputs_0;num_outputs_1;ul_20_25;lr_40_45;rul_60_0;rlr_70_0
DEFLT.slx10011,738560.8797112924512475729,y,name_y;type_Outport;parent_name_SysInit;hierarchy_depth_11;num_lines_1;num_inputs_1;num_outputs_0;ul_220_28;lr_250_42;rul_-140_-3;rlr_-140_3
DEFLT.slx10011,738561.6601365684764459729,UnitDelay,name_UnitDelay;type_UnitDelay;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_2;num_inputs_1;num_outputs_1;ul_875_290;lr_910_330;rul_90_107;rlr_95_93
DEFLT.slx10011,738561.4784042239189147949,VERSION_INFO,name_VERSION_INFO;type_SubSystem;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_0;num_inputs_0;num_outputs_0;ul_21_36;lr_794_136;rul_0_0;rlr_0_0
DEFLT.slx10011,738561.5261292115319520235,Copyright,name_Copyright;type_SubSystem;parent_name_VERSION_INFO;hierarchy_depth_11;num_lines_0;num_inputs_0;num_outputs_0;ul_69_56;lr_243_80;rul_0_0;rlr_0_0
DEFLT.slx10011,738560.890065882820636034,V_SetValueMinus,name_V_SetValueMinus;type_SubSystem;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_1;num_inputs_2;num_outputs_0;ul_1245_1010;lr_1345_1060;rul_-1155_-450;rlr_-1105_-470
DEFLT.slx10011,738561.0019300937419757247,V_CCSetValue,name_V_CCSetValue;type_Inport;parent_name_V_SetValueMinus;hierarchy_depth_11;num_lines_1;num_inputs_0;num_outputs_1;ul_410_323;lr_440_337;rul_155_-1;rlr_155_16
DEFLT.slx10011,738561.2205366971902549267,Trigger,name_Trigger;type_TriggerPort;parent_name_V_SetValueMinus;hierarchy_depth_11;num_lines_0;num_inputs_0;num_outputs_0;ul_610_235;lr_630_255;rul_0_0;rlr_0_0
DEFLT.slx10011,738561.4036002943757921457,DataStoreWrite,name_DataStoreWrite;type_DataStoreWrite;parent_name_V_SetValueMinus;hierarchy_depth_11;num_lines_1;num_inputs_1;num_outputs_0;ul_710_322;lr_900_358;rul_-145_0;rlr_-305_-5
DEFLT.slx10011,738561.5650342728476971388,Parameter,name_Parameter;type_Constant;parent_name_V_SetValueMinus;hierarchy_depth_11;num_lines_1;num_inputs_0;num_outputs_1;ul_340_391;lr_515_429;rul_225_-69;rlr_80_-76
DEFLT.slx10011,738561.3303911418188363314,Sum,name_Sum;type_Sum;parent_name_V_SetValueMinus;hierarchy_depth_11;num_lines_3;num_inputs_2;num_outputs_1;ul_565_322;lr_595_353;rul_-155_1;rlr_-155_-16
DEFLT.slx10011,738561.4054296751273795962,VERSION_INFO,name_VERSION_INFO;type_SubSystem;parent_name_V_SetValueMinus;hierarchy_depth_11;num_lines_0;num_inputs_0;num_outputs_0;ul_131_31;lr_1012_131;rul_0_0;rlr_0_0
DEFLT.slx10011,738561.0487479931907728314,Copyright,name_Copyright;type_SubSystem;parent_name_VERSION_INFO;hierarchy_depth_12;num_lines_0;num_inputs_0;num_outputs_0;ul_69_56;lr_243_80;rul_0_0;rlr_0_0
DEFLT.slx10011,738561.1231486982433125377,V_SetValueMinusLvl2,name_V_SetValueMinusLvl2;type_SubSystem;parent_name_CC_ChangeSetValue_Lvl2_Repeater;hierarchy_depth_10;num_lines_1;num_inputs_2;num_outputs_0;ul_1245_850;lr_1345_900;rul_-1155_-290;rlr_-1105_-310
DEFLT.slx10011,738561.0435339872492477298,V_CCSetValue,name_V_CCSetValue;type_Inport;parent_name_V_SetValueMinusLvl2;hierarchy_depth_11;num_lines_3;num_inputs_0;num_outputs_1;ul_375_318;lr_405_332;rul_610_-46;rlr_655_16
DEFLT.slx10011,738561.2731932519236579537,Trigger,name_Trigger;type_TriggerPort;parent_name_V_SetValueMinusLvl2;hierarchy_depth_11;num_lines_0;num_inputs_0;num_outputs_0;ul_610_235;lr_630_255;rul_0_0;rlr_0_0
DEFLT.slx10011,738561.1002012718236073852,Constant1,name_Constant1;type_Constant;parent_name_V_SetValueMinusLvl2;hierarchy_depth_11;num_lines_1;num_inputs_0;num_outputs_1;ul_650_421;lr_690_459;rul_105_-44;rlr_140_-6
DEFLT.slx10011,738561.2297390600433573127,DEMO_FAS_CC_Lvl2_Round,name_DEMO_FAS_CC_Lvl2_Round;type_Constant;parent_name_V_SetValueMinusLvl2;hierarchy_depth_11;num_lines_1;num_inputs_0;num_outputs_1;ul_280_416;lr_455_454;rul_375_-99;rlr_230_-106
DEFLT.slx10011,738561.5262719184393063188,DataStoreWrite1,name_DataStoreWrite1;type_DataStoreWrite;parent_name_V_SetValueMinusLvl2;hierarchy_depth_11;num_lines_1;num_inputs_1;num_outputs_0;ul_1235_292;lr_1420_328;rul_-250_-20;rlr_-360_20
DEFLT.slx10011,738560.7411127123050391674,MathFunction,name_MathFunction;type_Math;parent_name_V_SetValueMinusLvl2;hierarchy_depth_11;num_lines_4;num_inputs_2;num_outputs_1;ul_655_317;lr_685_348;rul_-280_1;rlr_-280_-16
DEFLT.slx10011,738560.8520213837036862969,Sum,name_Sum;type_Sum;parent_name_V_SetValueMinusLvl2;hierarchy_depth_11;num_lines_4;num_inputs_2;num_outputs_1;ul_885_292;lr_915_323;rul_-510_26;rlr_-510_9
DEFLT.slx10011,738561.0137102714506909251,Switch1,name_Switch1;type_Switch;parent_name_V_SetValueMinusLvl2;hierarchy_depth_11;num_lines_4;num_inputs_3;num_outputs_1;ul_985_272;lr_1060_348;rul_-100_20;rlr_-145_-25
